timestamp,q_joint15,tau_joint15,q_joint16,tau_joint16,q_joint17,tau_joint17,q_joint18,tau_joint18,q_joint19,tau_joint19,q_joint20,tau_joint20,q_joint21,tau_joint21,q_joint22,tau_joint22,q_joint23,tau_joint23,q_joint24,tau_joint24,q_joint25,tau_joint25,q_joint26,tau_joint26,q_joint27,tau_joint27,q_joint28,tau_joint28,q_joint12,tau_joint12,q_joint13,tau_joint13,q_joint14,tau_joint14
2025-04-10 10:39:36.918792,0.29160475730895996,0.5625,0.219093918800354,1.6875,-0.007865667343139648,0.3125,0.9738943576812744,-0.3125,0.10343790054321289,0.0625,0.03003406524658203,-0.146484375,-0.01286172866821289,0.078125,0.28832125663757324,1.125,-0.22361183166503906,-1.6875,0.03962373733520508,-0.625,0.976830005645752,-0.25,-0.162855863571167,-0.0625,0.05468559265136719,-0.17578125,0.040472984313964844,-0.126953125,-0.0026418566703796387,0.2796519994735718,0.0,0.0,0.0,0.0
2025-04-10 10:39:37.416622,0.29076600074768066,0.0,0.21676898002624512,0.125,-0.0075778961181640625,0.0625,0.9750926494598389,-0.375,0.10313844680786133,-0.0625,0.030164718627929688,-0.068359375,-0.01289987564086914,0.029296875,0.2864038944244385,0.375,-0.22217369079589844,-0.3125,0.04126548767089844,-0.0625,0.9786758422851562,-0.25,-0.16289180517196655,-0.0625,0.05531454086303711,-0.166015625,0.0405879020690918,0.0,-0.0036596059799194336,-0.11186079680919647,0.0,0.0,0.0,0.0
2025-04-10 10:39:37.891395,0.24726319313049316,-0.0625,0.11926531791687012,0.0,-0.007182598114013672,0.1875,0.995537519454956,-0.1875,0.10288667678833008,-0.1875,0.0321202278137207,-0.029296875,-0.0036194324493408203,-0.009765625,0.22258782386779785,0.5,-0.1491541862487793,-0.1875,0.04705381393432617,0.125,1.0559377670288086,-0.25,-0.16307157278060913,-0.125,0.07935237884521484,-0.1953125,0.03568696975708008,0.029296875,-0.009150326251983643,-0.11186079680919647,0.0,0.0,0.0,0.0
2025-04-10 10:39:38.366832,0.2455613613128662,0.0625,0.11957693099975586,0.375,-0.007326364517211914,0.0625,0.9980661869049072,-0.3125,0.10282683372497559,-0.0625,0.03222799301147461,-0.0390625,-0.0033049583435058594,-0.01953125,0.2028977870941162,0.625,-0.14893817901611328,-0.5,0.04682612419128418,0.125,1.0865697860717773,-0.4375,-0.16307157278060913,-0.0625,0.08340930938720703,-0.107421875,0.03567171096801758,0.0390625,-0.009685993194580078,-0.1677911877632141,0.0,0.0,0.0,0.0
2025-04-10 10:39:38.841741,0.24566936492919922,0.3125,0.12317216396331787,0.8125,-0.007506132125854492,0.0625,0.9978148937225342,-0.375,0.10285067558288574,-0.0625,0.032212257385253906,-0.048828125,-0.003550291061401367,-0.05859375,0.20844650268554688,0.9375,-0.14930963516235352,-0.9375,0.04685020446777344,0.0,1.0776653289794922,-0.8125,-0.16305959224700928,-0.125,0.08325624465942383,-0.29296875,0.03570222854614258,0.078125,-0.009659171104431152,-0.1677911877632141,0.0,0.0,0.0,0.0
2025-04-10 10:39:39.316568,0.24626851081848145,0.6875,0.1340179443359375,1.3125,-0.007877588272094727,0.125,0.994950532913208,-0.5,0.10285067558288574,-0.125,0.032158851623535156,-0.068359375,-0.0070095062255859375,-0.05859375,0.2360701560974121,0.9375,-0.15256929397583008,-1.4375,0.0476531982421875,0.0,1.0373382568359375,-0.875,-0.1631075143814087,-0.0625,0.0810546875,-0.41015625,0.03627777099609375,0.09765625,-0.009685993194580078,-0.11186079680919647,0.0,0.0,0.0,0.0
2025-04-10 10:39:39.791702,0.2549569606781006,0.8125,0.14643359184265137,1.75,-0.007937431335449219,0.125,0.9909355640411377,-0.5625,0.10286283493041992,-0.0625,0.032135963439941406,-0.087890625,-0.010629653930664062,-0.029296875,0.2496483325958252,1.0625,-0.15519380569458008,-2.0,0.047533273696899414,-0.0625,1.0151195526123047,-0.6875,-0.1631075143814087,-0.125,0.07407522201538086,-0.48828125,0.03682994842529297,0.126953125,-0.009632408618927002,0.0,0.0,0.0,0.0,0.0
2025-04-10 10:39:40.266584,0.2565031051635742,1.0625,0.1695871353149414,1.625,-0.008033514022827148,0.1875,0.9889705181121826,-0.6875,0.10288667678833008,-0.125,0.03209733963012695,-0.1171875,-0.011895179748535156,0.0,0.25765371322631836,1.25,-0.1600956916809082,-2.4375,0.0476531982421875,-0.125,1.001936912536621,-0.6875,-0.16311955451965332,-0.125,0.0679469108581543,-0.41015625,0.039667606353759766,0.048828125,-0.009565472602844238,0.055930398404598236,0.0,0.0,0.0,0.0
2025-04-10 10:39:40.741599,0.2613205909729004,1.125,0.17803597450256348,1.6875,-0.008129358291625977,0.125,0.98811936378479,-0.75,0.10292267799377441,-0.0625,0.0320897102355957,-0.126953125,-0.012501239776611328,0.01953125,0.258528470993042,1.4375,-0.1826019287109375,-1.875,0.04758119583129883,-0.25,0.9982457160949707,-0.8125,-0.16315549612045288,-0.0625,0.06442642211914062,-0.390625,0.040434837341308594,0.029296875,-0.00928419828414917,0.11186079680919647,0.0,0.0,0.0,0.0
2025-04-10 10:39:41.216787,0.2632620334625244,1.3125,0.1806964874267578,1.8125,-0.008201122283935547,0.1875,0.9863698482513428,-0.75,0.10289859771728516,-0.125,0.0320591926574707,-0.13671875,-0.012692928314208984,0.01953125,0.2612729072570801,1.5,-0.18497467041015625,-2.125,0.04754519462585449,-0.25,0.9966402053833008,-0.875,-0.1632034182548523,-0.0625,0.06383609771728516,-0.439453125,0.0405421257019043,0.01953125,-0.009056568145751953,0.1677911877632141,0.0,0.0,0.0,0.0
2025-04-10 10:39:41.691614,0.2672288417816162,1.1875,0.18245816230773926,1.9375,-0.008213281631469727,0.1875,0.9855906963348389,-0.75,0.10289859771728516,-0.125,0.03205156326293945,-0.13671875,-0.012738943099975586,0.01953125,0.2658989429473877,1.375,-0.18643712997436523,-2.1875,0.04754519462585449,-0.25,0.9957413673400879,-0.875,-0.16311955451965332,-0.0625,0.06285429000854492,-0.41015625,0.0405421257019043,0.01953125,-0.008828878402709961,0.1677911877632141,0.0,0.0,0.0,0.0
2025-04-10 10:39:42.166643,0.26748061180114746,1.25,0.1829015016555786,1.9375,-0.008237123489379883,0.1875,0.9843084812164307,-0.75,0.10289859771728516,-0.0625,0.0320439338684082,-0.13671875,-0.012738943099975586,0.029296875,0.26837968826293945,1.3125,-0.1870722770690918,-2.3125,0.04754519462585449,-0.25,0.9952859878540039,-0.9375,-0.1631794571876526,-0.0625,0.06232500076293945,-0.419921875,0.04058027267456055,0.029296875,-0.008641421794891357,0.1677911877632141,0.0,0.0,0.0,0.0
2025-04-10 10:39:42.641677,0.26758837699890137,1.25,0.18317723274230957,1.9375,-0.008237123489379883,0.125,0.9842245578765869,-0.75,0.10285067558288574,-0.125,0.03203582763671875,-0.13671875,-0.012754201889038086,0.01953125,0.2685112953186035,1.3125,-0.18721580505371094,-2.3125,0.04749727249145508,-0.25,0.9951539039611816,-0.875,-0.16314351558685303,-0.0625,0.0621638298034668,-0.41015625,0.04058027267456055,0.01953125,-0.008641421794891357,0.1677911877632141,0.0,0.0,0.0,0.0
2025-04-10 10:39:43.116641,0.26770830154418945,1.25,0.18323707580566406,1.9375,-0.008237123489379883,0.125,0.9841525554656982,-0.75,0.10292267799377441,-0.0625,0.03203582763671875,-0.13671875,-0.012754201889038086,0.01953125,0.2686431407928467,1.3125,-0.1872878074645996,-2.3125,0.04749727249145508,-0.25,0.9951419830322266,-0.875,-0.16315549612045288,-0.125,0.062018394470214844,-0.400390625,0.0405879020690918,0.01953125,-0.008668184280395508,0.1677911877632141,0.0,0.0,0.0,0.0
2025-04-10 10:39:43.591665,0.2678639888763428,1.25,0.1832730770111084,1.9375,-0.008237123489379883,0.125,0.9841406345367432,-0.75,0.10286283493041992,-0.0625,0.03202056884765625,-0.146484375,-0.012777328491210938,0.029296875,0.26871514320373535,1.25,-0.18733549118041992,-2.3125,0.0474853515625,-0.25,0.9951419830322266,-0.875,-0.16314351558685303,-0.0625,0.06194925308227539,-0.400390625,0.0405879020690918,0.029296875,-0.008654773235321045,0.1677911877632141,0.0,0.0,0.0,0.0
2025-04-10 10:39:44.066914,0.26793599128723145,1.25,0.18330907821655273,1.9375,-0.008249044418334961,0.125,0.9841287136077881,-0.75,0.10288667678833008,-0.0625,0.0320281982421875,-0.13671875,-0.012769699096679688,0.01953125,0.2687032222747803,1.3125,-0.18735980987548828,-2.25,0.0474853515625,-0.25,0.9951539039611816,-0.875,-0.16314351558685303,-0.0625,0.06191825866699219,-0.400390625,0.04058027267456055,0.01953125,-0.008587837219238281,0.1677911877632141,0.0,0.0,0.0,0.0
2025-04-10 10:39:44.541670,0.268007755279541,1.25,0.18333303928375244,1.9375,-0.008273124694824219,0.125,0.984116792678833,-0.75,0.10289859771728516,-0.0625,0.0320281982421875,-0.146484375,-0.012769699096679688,0.029296875,0.26871514320373535,1.3125,-0.1874556541442871,-2.3125,0.04749727249145508,-0.3125,0.9951300621032715,-0.875,-0.1631794571876526,-0.125,0.06187248229980469,-0.390625,0.0405879020690918,0.01953125,-0.008654773235321045,0.1677911877632141,0.0,0.0,0.0,0.0
2025-04-10 10:39:45.023544,0.268007755279541,1.25,0.18336892127990723,1.9375,-0.00826120376586914,0.125,0.9840805530548096,-0.75,0.10286283493041992,-0.125,0.03202056884765625,-0.146484375,-0.012777328491210938,0.01953125,0.26872706413269043,1.25,-0.18755149841308594,-2.3125,0.04749727249145508,-0.25,0.9951419830322266,-0.875,-0.16315549612045288,-0.0625,0.061833858489990234,-0.37109375,0.04059553146362305,0.01953125,-0.008574426174163818,0.1677911877632141,0.0,0.0,0.0,0.0
2025-04-10 10:39:45.498695,0.26805591583251953,1.1875,0.18335700035095215,1.9375,-0.008249044418334961,0.125,0.9840567111968994,-0.75,0.10288667678833008,-0.0625,0.0320281982421875,-0.13671875,-0.012761831283569336,0.029296875,0.26872706413269043,1.25,-0.1876235008239746,-2.3125,0.0474853515625,-0.25,0.9951419830322266,-0.875,-0.16315549612045288,-0.125,0.061810970306396484,-0.37109375,0.0406031608581543,0.01953125,-0.008226275444030762,0.1677911877632141,0.0,0.0,0.0,0.0
2025-04-10 10:39:45.973635,0.2680678367614746,1.1875,0.18336892127990723,1.9375,-0.008273124694824219,0.125,0.9840567111968994,-0.75,0.10289859771728516,-0.0625,0.0320281982421875,-0.13671875,-0.012777328491210938,0.029296875,0.26872706413269043,1.25,-0.1876354217529297,-2.25,0.0474853515625,-0.25,0.9951419830322266,-0.875,-0.1631794571876526,-0.0625,0.061803340911865234,-0.390625,0.0406031608581543,0.0,-0.008212864398956299,0.1677911877632141,0.0,0.0,0.0,0.0
2025-04-10 10:39:46.448587,0.26804375648498535,1.1875,0.18339288234710693,1.9375,-0.00826120376586914,0.125,0.9840567111968994,-0.75,0.10285067558288574,-0.125,0.0320281982421875,-0.146484375,-0.012769699096679688,0.01953125,0.26871514320373535,1.25,-0.18769502639770508,-2.25,0.0474853515625,-0.3125,0.9951181411743164,-0.875,-0.1631794571876526,-0.0625,0.061788082122802734,-0.390625,0.0406031608581543,0.01953125,-0.007891476154327393,0.1677911877632141,0.0,0.0,0.0,0.0
2025-04-10 10:39:46.923485,0.26805591583251953,1.1875,0.18339288234710693,1.9375,-0.00826120376586914,0.125,0.9840567111968994,-0.75,0.10285067558288574,-0.0625,0.03202056884765625,-0.146484375,-0.012777328491210938,0.029296875,0.26872706413269043,1.25,-0.18769502639770508,-2.25,0.04749727249145508,-0.25,0.9951300621032715,-0.875,-0.1631794571876526,-0.0625,0.061765193939208984,-0.400390625,0.0406031608581543,0.029296875,-0.00799858570098877,0.11186079680919647,0.0,0.0,0.0,0.0
2025-04-10 10:39:47.399055,0.26805591583251953,1.1875,0.18340492248535156,1.9375,-0.008249044418334961,0.1875,0.9840328693389893,-0.75,0.10286283493041992,-0.125,0.0320281982421875,-0.13671875,-0.012769699096679688,0.0390625,0.2687511444091797,1.25,-0.18775510787963867,-2.25,0.04750943183898926,-0.25,0.9951181411743164,-0.875,-0.16316747665405273,-0.125,0.06174182891845703,-0.37109375,0.04061126708984375,0.029296875,-0.007623612880706787,0.1677911877632141,0.0,0.0,0.0,0.0
2025-04-10 10:39:47.873601,0.26805591583251953,1.1875,0.18340492248535156,1.9375,-0.00826120376586914,0.125,0.9840209484100342,-0.75,0.10289859771728516,-0.0625,0.032012939453125,-0.146484375,-0.012777328491210938,0.029296875,0.2687032222747803,1.3125,-0.18776702880859375,-2.25,0.04749727249145508,-0.3125,0.9944109916687012,-0.875,-0.16315549612045288,-0.0625,0.061519622802734375,-0.37109375,0.04062652587890625,0.01953125,-0.007570028305053711,0.11186079680919647,0.0,0.0,0.0,0.0
2025-04-10 10:39:48.348631,0.26804375648498535,1.1875,0.18340492248535156,1.9375,-0.00826120376586914,0.1875,0.9840209484100342,-0.75,0.10292267799377441,-0.0625,0.03202056884765625,-0.13671875,-0.012784957885742188,0.029296875,0.268787145614624,1.25,-0.18920516967773438,-2.1875,0.047293663024902344,-0.25,0.9943990707397461,-0.875,-0.1631794571876526,-0.125,0.061511993408203125,-0.3515625,0.040618896484375,0.01953125,-0.007677197456359863,0.1677911877632141,0.0,0.0,0.0,0.0
2025-04-10 10:39:48.823594,0.24737095832824707,0.0625,0.1449354887008667,0.4375,-0.007997512817382812,0.125,0.9916188716888428,-0.25,0.10268306732177734,-0.125,0.032181739807128906,-0.029296875,-0.012769699096679688,0.029296875,0.23838305473327637,0.4375,-0.15845394134521484,-0.625,0.049079179763793945,0.1875,1.0208959579467773,-0.1875,-0.16291576623916626,-0.1875,0.0681619644165039,-0.09765625,0.0405726432800293,0.029296875,-0.00856107473373413,-0.1677911877632141,0.0,0.0,0.0,0.0
2025-04-10 10:39:49.299380,0.21590042114257812,-0.625,0.10487222671508789,-0.1875,-0.006379604339599609,0.125,0.9524304866790771,-1.125,0.10158038139343262,-0.375,0.033915042877197266,-0.1171875,0.008445262908935547,-0.029296875,0.2079792022705078,-0.3125,-0.14477968215942383,0.125,0.044884681701660156,0.0,1.0290813446044922,-1.75,-0.1618252396583557,0.125,0.10299062728881836,-0.361328125,0.03278779983520508,0.01953125,-0.009685993194580078,-0.1677911877632141,0.0,0.0,0.0,0.0
2025-04-10 10:39:49.774485,0.1676640510559082,-0.875,0.025944113731384277,0.1875,-0.0008668899536132812,0.0625,0.5621163845062256,-1.5,0.07801938056945801,-0.5,0.03892374038696289,-0.33203125,0.013216018676757812,-0.05859375,0.2944211959838867,-2.5,-0.1429581642150879,0.8125,0.0415651798248291,-0.125,0.8316054344177246,-4.25,-0.15369993448257446,0.6875,0.1606149673461914,-1.26953125,0.011127948760986328,0.0,-0.03180938959121704,0.4474431872367859,0.0,0.0,0.0,0.0
2025-04-10 10:39:50.249540,0.12888288497924805,-1.6875,0.0034018754959106445,-0.1875,0.0013141632080078125,0.125,0.23036885261535645,-2.4375,0.021585702896118164,-0.1875,0.03917694091796875,-0.556640625,0.010984182357788086,-0.05859375,0.35109472274780273,-3.625,-0.14992094039916992,2.375,-0.007642030715942383,1.625,0.4733848571777344,-2.6875,-0.1000705361366272,0.625,0.15866661071777344,-1.42578125,0.015660762786865234,-0.146484375,-0.12788283824920654,2.069424629211426,0.0,0.0,0.0,0.0
2025-04-10 10:39:50.724515,0.09230709075927734,-2.0,0.0014843940734863281,-0.125,0.0003075599670410156,0.0625,0.12416458129882812,-2.625,0.012118101119995117,-0.375,0.03694486618041992,-0.732421875,0.004518270492553711,-0.078125,0.12085366249084473,-2.25,-0.036394596099853516,0.25,-0.03490614891052246,0.5625,0.1610279083251953,-3.1875,-0.025756359100341797,0.4375,0.07294797897338867,-1.5234375,0.007001399993896484,-0.126953125,-0.06394994258880615,0.5033735632896423,0.0,0.0,0.0,0.0
